episodes,scores,epsilon
215,4.799999952316284,0.3403786882983606
216,0.0,0.3386767948568688
217,1.699999988079071,0.33698341088258443
218,4.099999964237213,0.3352984938281715
219,0.4999999403953552,0.33362200135903064
220,0.0,0.33195389135223546
221,0.3999999761581421,0.3302941218954743
222,0.7999999523162842,0.32864265128599696
223,1.0,0.326999438029567
224,1.699999988079071,0.3253644408394192
225,0.0,0.3237376186352221
226,2.099999964237213,0.322118930542046
227,3.099999964237213,0.32050833588933575
228,1.0999999642372131,0.31890579420988907
229,2.799999952316284,0.3173112652388396
230,1.8999999165534973,0.3157247089126454
231,0.7999999523162842,0.3141460853680822
232,0.19999998807907104,0.3125753549412418
233,-0.30000001192092896,0.31101247816653554
234,3.699999988079071,0.30945741577570285
235,3.099999964237213,0.3079101286968243
236,1.7999999523162842,0.3063705780533402
237,5.499999940395355,0.30483872516307353
238,3.2999998927116394,0.3033145315372582
239,0.4999999403953552,0.3017979588795719
240,2.099999964237213,0.30028896908517405
241,1.7999999523162842,0.2987875242397482
242,-0.30000001192092896,0.29729358661854943
243,3.799999952316284,0.29580711868545667
244,-0.10000008344650269,0.2943280830920294
245,-1.2000000476837158,0.29285644267656924
246,2.4999999403953552,0.2913921604631864
247,4.099999964237213,0.28993519966087045
248,-0.6000000238418579,0.2884855236625661
249,6.799999952316284,0.28704309604425327
250,6.799999952316284,0.285607880564032
251,4.199999928474426,0.28417984116121187
252,1.7999999523162842,0.2827589419554058
253,6.899999916553497,0.28134514724562876
254,9.199999928474426,0.2799384215094006
255,4.199999928474426,0.27853872940185365
256,8.099999964237213,0.27714603575484437
257,4.899999916553497,0.2757603055760701
258,1.4999999403953552,0.2743815040481898
259,7.399999976158142,0.2730095965279488
260,2.399999976158142,0.27164454854530906
261,7.499999940395355,0.2702863258025825
262,4.599999904632568,0.2689348941735696
263,3.799999952316284,0.26759021970270175
264,7.199999928474426,0.2662522686041882
265,2.4999999403953552,0.2649210072611673
266,4.099999964237213,0.26359640222486147
267,0.09999996423721313,0.26227842021373715
268,4.099999964237213,0.2609670281126685
269,7.399999976158142,0.25966219297210513
270,2.799999952316284,0.2583638820072446
271,2.1999999284744263,0.2570720625972084
272,7.199999928474426,0.25578670228422234
273,10.399999976158142,0.25450776877280124
274,9.799999952316284,0.2532352299289372
275,3.8999999165534973,0.2519690537792925
276,7.299999892711639,0.2507092085103961
277,0.09999996423721313,0.2494556624678441
278,3.799999952316284,0.24820838415550486
279,4.399999976158142,0.24696734223472733
280,3.4999999403953552,0.2457325055235537
281,9.399999976158142,0.24450384299593592
282,4.299999892711639,0.24328132378095624
283,7.799999952316284,0.24206491716205145
284,5.099999964237213,0.2408545925762412
285,5.399999976158142,0.23965031961336
286,4.399999976158142,0.2384520680152932
287,3.8999999165534973,0.23725980767521673
288,10.29999989271164,0.23607350863684065
289,0.0,0.23489314109365644
290,3.799999952316284,0.23371867538818816
291,7.899999916553497,0.23255008201124722
292,5.799999952316284,0.231387331601191
293,7.599999904632568,0.23023039494318503
294,6.499999940395355,0.2290792429684691
295,0.699999988079071,0.22793384675362674
296,10.099999964237213,0.22679417751985861
297,9.499999940395355,0.22566020663225933
298,8.799999952316284,0.22453190559909803
299,4.9999998807907104,0.22340924607110255
300,7.099999964237213,0.22229219984074702
301,8.899999916553497,0.2211807388415433
302,4.199999928474426,0.22007483514733558
303,2.099999964237213,0.2189744609715989
304,9.899999916553497,0.2178795886667409
305,1.8999999165534973,0.2167901907234072
306,4.199999928474426,0.21570623976979014
307,9.899999916553497,0.21462770857094118
308,4.299999892711639,0.21355457002808648
309,9.199999928474426,0.21248679717794605
310,4.199999928474426,0.21142436319205632
311,5.199999928474426,0.21036724137609603
312,11.099999964237213,0.20931540516921554
313,6.199999928474426,0.20826882814336947
314,8.699999868869781,0.20722748400265262
315,5.199999928474426,0.20619134658263935
316,5.399999976158142,0.20516038984972615
317,5.099999964237213,0.2041345879004775
318,7.599999904632568,0.2031139149609751
319,4.599999904632568,0.20209834538617025
320,0.09999996423721313,0.2010878536592394
321,4.899999916553497,0.2000824143909432
322,5.499999940395355,0.19908200231898848
323,5.099999964237213,0.19808659230739353
324,7.499999940395355,0.19709615934585656
325,5.799999952316284,0.19611067854912728
326,1.7999999523162842,0.19513012515638165
327,9.799999952316284,0.19415447453059972
328,5.299999892711639,0.19318370215794672
329,10.799999952316284,0.192217783647157
330,6.699999988079071,0.1912566947289212
331,1.699999988079071,0.1903004112552766
332,7.799999952316284,0.18934890919900021
333,6.199999928474426,0.18840216465300522
334,5.399999976158142,0.18746015382974018
335,4.0,0.1865228530605915
336,4.0,0.18559023879528855
337,2.099999964237213,0.1846622876013121
338,7.899999916553497,0.18373897616330553
339,3.8999999165534973,0.182820281282489
340,2.4999999403953552,0.18190617987607657
341,6.099999964237213,0.18099664897669618
342,9.199999928474426,0.1800916657318127
343,5.499999940395355,0.17919120740315364
344,0.0,0.17829525136613786
345,6.399999976158142,0.17740377510930716
346,6.899999916553497,0.17651675623376062
347,4.099999964237213,0.1756341724525918
348,2.4999999403953552,0.17475600159032884
349,8.199999928474426,0.17388222158237718
350,3.699999988079071,0.1730128104744653
351,7.099999964237213,0.17214774642209296
352,2.4999999403953552,0.1712870076899825
353,5.299999892711639,0.17043057265153258
354,2.5999999046325684,0.16957841978827493
355,5.099999964237213,0.16873052768933355
356,8.099999964237213,0.1678868750508869
357,6.499999940395355,0.16704744067563246
358,7.899999916553497,0.1662122034722543
359,2.799999952316284,0.16538114245489302
360,1.1999999284744263,0.16455423674261854
361,10.399999976158142,0.16373146555890544
362,3.0,0.16291280823111093
363,4.799999952316284,0.16209824418995536
364,11.399999976158142,0.16128775296900558
365,9.899999916553497,0.16048131420416054
366,10.599999904632568,0.15967890763313974
367,1.1999999284744263,0.15888051309497406
368,6.599999904632568,0.1580861105294992
369,3.699999988079071,0.1572956799768517
370,5.099999964237213,0.15650920157696743
371,4.799999952316284,0.1557266555690826
372,1.2999998927116394,0.1549480222912372
373,7.899999916553497,0.15417328217978102
374,7.799999952316284,0.1534024157688821
375,5.099999964237213,0.1526354036900377
376,10.899999916553497,0.1518722266715875
377,6.099999964237213,0.15111286553822956
378,5.499999940395355,0.15035730121053842
379,3.099999964237213,0.14960551470448571
380,4.799999952316284,0.14885748713096328
381,6.499999940395355,0.14811319969530845
382,6.799999952316284,0.1473726336968319
383,5.199999928474426,0.14663577052834775
384,3.4999999403953552,0.14590259167570602
385,8.799999952316284,0.1451730787173275
386,9.799999952316284,0.14444721332374086
387,3.4999999403953552,0.14372497725712216
388,6.499999940395355,0.14300635237083656
389,7.599999904632568,0.14229132060898236
390,6.599999904632568,0.14157986400593744
391,10.99999988079071,0.14087196468590776
392,3.399999976158142,0.14016760486247823
393,1.5999999046325684,0.13946676683816583
394,5.9999998807907104,0.138769433003975
395,3.799999952316284,0.13807558583895513
396,7.099999964237213,0.13738520790976036
397,8.699999988079071,0.13669828187021155
398,7.799999952316284,0.13601479046086049
399,2.799999952316284,0.1353347165085562
400,11.499999940395355,0.1346580429260134
401,6.399999976158142,0.13398475271138335
402,11.199999928474426,0.13331482894782642
403,6.299999892711639,0.13264825480308728
404,2.799999952316284,0.13198501352907185
405,3.399999976158142,0.1313250884614265
406,4.099999964237213,0.13066846301911936
407,9.499999940395355,0.13001512070402377
408,0.4999999403953552,0.12936504510050365
409,9.499999940395355,0.12871821987500112
410,12.29999989271164,0.12807462877562611
411,3.1999999284744263,0.12743425563174798
412,6.799999952316284,0.12679708435358925
413,3.1999999284744263,0.1261630989318213
414,5.799999952316284,0.1255322834371622
415,8.099999964237213,0.12490462201997637
416,3.4999999403953552,0.1242800989098765
417,9.099999964237213,0.12365869841532712
418,12.499999940395355,0.12304040492325048
419,5.899999916553497,0.12242520289863423
420,10.499999940395355,0.12181307688414106
421,2.799999952316284,0.12120401149972035
422,7.9999998807907104,0.12059799144222175
423,0.8999999165534973,0.11999500148501063
424,4.099999964237213,0.11939502647758558
425,7.199999928474426,0.11879805134519765
426,12.099999964237213,0.11820406108847166
427,6.799999952316284,0.1176130407830293
428,4.799999952316284,0.11702497557911415
429,2.1999999284744263,0.11643985070121858
430,4.0,0.11585765144771248
431,2.099999964237213,0.11527836319047392
432,5.099999964237213,0.11470197137452155
433,1.0,0.11412846151764894
434,1.0,0.1135578192100607
435,0.0,0.11299003011401039
436,3.799999952316284,0.11242507996344034
437,2.1999999284744263,0.11186295456362313
438,-0.5000000596046448,0.11130363979080501
439,1.699999988079071,0.11074712159185099
440,2.799999952316284,0.11019338598389174
441,4.099999964237213,0.10964241905397228
442,1.399999976158142,0.10909420695870241
443,0.7999999523162842,0.1085487359239089
444,3.799999952316284,0.10800599224428936
445,6.399999976158142,0.10746596228306791
446,9.599999904632568,0.10692863247165257
447,5.799999952316284,0.1063939893092943
448,3.9999998807907104,0.10586201936274783
449,1.399999976158142,0.10533270926593409
450,3.8999999165534973,0.10480604571960442
451,7.799999952316284,0.1042820154910064
452,7.299999892711639,0.10376060541355137
453,9.699999868869781,0.1032418023864836
454,13.29999989271164,0.10272559337455119
455,12.799999952316284,0.10221196540767843
456,11.199999928474426,0.10170090558064004
457,7.199999928474426,0.10119240105273684
458,5.9999998807907104,0.10068643904747315
459,4.599999904632568,0.10018300685223579
460,9.099999964237213,0.0996820918179746
461,2.099999964237213,0.09918368135888474
462,0.0,0.09868776295209031
463,0.0,0.09819432413732986
464,0.0,0.09770335251664321
465,2.099999964237213,0.09721483575406
466,0.0,0.09672876157528969
467,0.0,0.09624511776741324
468,0.0,0.09576389217857617
469,0.0,0.09528507271768329
470,2.699999988079071,0.09480864735409487
471,1.699999988079071,0.0943346041173244
472,-0.5000000596046448,0.09386293109673778
473,0.0,0.09339361644125409
474,5.699999988079071,0.09292664835904782
475,0.0,0.09246201511725258
476,1.4999999403953552,0.09199970504166631
477,0.699999988079071,0.09153970651645797
478,1.0,0.09108200798387568
479,0.0,0.0906265979439563
480,2.4999999403953552,0.09017346495423652
481,3.699999988079071,0.08972259762946533
482,5.399999976158142,0.089273984641318
483,1.699999988079071,0.0888276147181114
484,2.799999952316284,0.08838347664452084
485,2.699999988079071,0.08794155926129824
486,5.099999964237213,0.08750185146499175
487,1.4999999403953552,0.08706434220766679
488,3.099999964237213,0.08662902049662846
489,4.099999964237213,0.08619587539414532
490,3.0,0.08576489601717459
491,8.599999904632568,0.08533607153708872
492,2.4999999403953552,0.08490939117940327
493,6.9999998807907104,0.08448484422350626
494,2.399999976158142,0.08406242000238873
495,3.399999976158142,0.08364210790237678
496,4.699999988079071,0.0832238973628649
497,2.4999999403953552,0.08280777787605056
498,2.8999999165534973,0.08239373898667031
499,-0.30000001192092896,0.08198177029173696
500,7.599999904632568,0.08157186144027828
501,8.499999940395355,0.0811640021330769
502,2.0,0.08075818212241151
503,2.099999964237213,0.08035439121179945
504,-0.40000009536743164,0.07995261925574046
505,-0.20000004768371582,0.07955285615946175
506,3.399999976158142,0.07915509187866444
507,2.4999999403953552,0.07875931641927113
508,0.0,0.07836551983717477
509,4.199999928474426,0.07797369223798889
510,0.09999996423721313,0.07758382377679894
511,4.899999916553497,0.07719590465791494
512,0.699999988079071,0.07680992513462537
513,6.799999952316284,0.07642587550895225
514,2.699999988079071,0.07604374613140748
515,1.0999999642372131,0.07566352740075044
516,2.4999999403953552,0.07528520976374668
517,3.1999999284744263,0.07490878371492794
518,4.199999928474426,0.0745342397963533
519,4.299999892711639,0.07416156859737154
520,2.099999964237213,0.07379076075438468
521,6.399999976158142,0.07342180695061275
522,9.099999964237213,0.07305469791585968
523,3.799999952316284,0.07268942442628039
524,1.4999999403953552,0.07232597730414898
525,14.099999845027924,0.07196434741762824
526,3.9999998807907104,0.0716045256805401
527,0.5999999046325684,0.0712465030521374
528,7.299999892711639,0.0708902705368767
529,8.399999856948853,0.07053581918419231
530,3.6999998688697815,0.07018314008827135
531,11.599999904632568,0.06983222438783
532,6.199999928474426,0.06948306326589085
533,11.599999904632568,0.0691356479495614
534,15.29999989271164,0.06878996970981359
535,10.799999952316284,0.06844601986126451
536,10.599999904632568,0.06810378976195819
537,13.899999916553497,0.0677632708131484
538,6.399999976158142,0.06742445445908266
539,4.9999998807907104,0.06708733218678724
540,1.7999999523162842,0.0667518955258533
541,14.099999845027924,0.06641813604822402
542,8.599999904632568,0.0660860453679829
543,6.799999952316284,0.06575561514114299
544,10.29999989271164,0.06542683706543727
545,1.8999999165534973,0.06509970288011008
546,2.699999988079071,0.06477420436570952
547,10.499999940395355,0.06445033334388098
548,4.9999998807907104,0.06412808167716157
549,0.0,0.06380744126877576
550,7.799999952316284,0.06348840406243188
551,9.899999916553497,0.06317096204211972
552,4.499999940395355,0.06285510723190912
553,4.599999904632568,0.06254083169574957
554,15.899999916553497,0.062228127537270826
555,9.899999916553497,0.06191698689958447
556,9.99999988079071,0.061607401965086545
557,8.599999904632568,0.06129936495526111
558,16.99999988079071,0.0609928681304848
559,3.799999952316284,0.060687903789832374
560,4.899999916553497,0.06038446427088321
561,10.199999928474426,0.06008254194952879
562,-0.8000000715255737,0.05978212923978115
563,9.199999928474426,0.05948321859358224
564,12.499999940395355,0.05918580250061433
565,15.199999928474426,0.058889873488111255
566,5.499999940395355,0.058595424120670696
567,10.899999916553497,0.05830244700006734
568,9.499999940395355,0.058010934765067
569,13.799999952316284,0.05772088009124167
570,5.499999940395355,0.05743227569078546
571,4.099999964237213,0.05714511431233153
572,6.499999940395355,0.05685938874076987
573,1.2999998927116394,0.056575091797066025
574,5.599999904632568,0.056292216338080694
575,3.8999999165534973,0.05601075525639029
576,1.399999976158142,0.05573070148010834
577,6.399999976158142,0.0554520479727078
578,4.199999928474426,0.05517478773284426
579,5.199999928474426,0.05489891379418004
580,14.99999988079071,0.05462441922520914
581,4.599999904632568,0.0543512971290831
582,2.8999999165534973,0.05407954064343768
583,7.499999940395355,0.05380914294022049
584,2.399999976158142,0.05354009722551939
585,8.199999928474426,0.05327239673939179
586,5.3999998569488525,0.053006034755694834
587,5.599999904632568,0.052741004581916356
588,7.199999928474426,0.052477299559006776
589,4.299999892711639,0.052214913061211746
590,4.099999845027924,0.05195383849590569
591,3.4999999403953552,0.05169406930342616
592,0.699999988079071,0.05143559895690903
593,1.399999976158142,0.051178420962124486
594,10.599999904632568,0.05092252885731386
595,-0.30000001192092896,0.05066791621302729
596,2.4999999403953552,0.05041457663196215
597,4.599999904632568,0.050162503748802344
598,5.899999916553497,0.049911691230058335
599,2.099999964237213,0.04966213277390804
600,4.899999916553497,0.0494138221100385
601,3.099999964237213,0.04916675299948831
602,0.09999996423721313,0.04892091923449087
603,7.499999940395355,0.04867631463831842
604,2.799999952316284,0.048432933065126825
605,6.6999998688697815,0.048190768399801194
606,1.0999999642372131,0.04794981455780219
607,3.399999976158142,0.04771006548501318
608,0.0,0.047471515157588115
609,0.3999999761581421,0.047234157581800176
610,3.399999976158142,0.046997986793891174
611,1.399999976158142,0.04676299685992172
612,-0.6000000238418579,0.04652918187562211
613,4.099999964237213,0.046296535966244
614,2.4999999403953552,0.046065053286412784
615,0.3999999761581421,0.04583472801998072
616,0.0,0.045605554379880814
617,4.099999964237213,0.04537752660798141
618,9.899999916553497,0.0451506389749415
619,7.199999928474426,0.044924885780066794
620,3.4999999403953552,0.04470026135116646
621,2.099999964237213,0.04447676004441063
622,2.4999999403953552,0.04425437624418858
623,11.799999952316284,0.04403310436296763
624,7.099999964237213,0.043812938841152796
625,4.299999892711639,0.04359387414694703
626,0.0,0.043375904776212296
627,4.9999998807907104,0.043159025252331236
628,5.3999998569488525,0.04294323012606958
629,1.0999999642372131,0.04272851397543923
630,7.899999916553497,0.04251487140556204
631,2.699999988079071,0.04230229704853423
632,6.399999976158142,0.04209078556329156
633,2.4999999403953552,0.0418803316354751
634,0.0,0.041670929977297724
635,5.799999952316284,0.04146257532741124
636,0.0,0.04125526245077418
637,2.699999988079071,0.04104898613852031
638,-0.9000000357627869,0.04084374120782771
639,1.0999999642372131,0.04063952250178857
640,0.699999988079071,0.04043632488927963
641,1.7999999523162842,0.04023414326483323
642,1.0999999642372131,0.040032972548509065
643,1.1999999284744263,0.03983280768576652
644,1.0,0.03963364364733769
645,0.699999988079071,0.039435475429100995
646,0.3999999761581421,0.03923829805195549
647,2.099999964237213,0.03904210656169572
648,2.4999999403953552,0.03884689602888724
649,-0.30000001192092896,0.0386526615487428
650,3.1999999284744263,0.03845939824099909
651,-0.40000009536743164,0.03826710124979409
652,-0.30000001192092896,0.038075765743545126
653,2.0,0.0378853869148274
654,0.0,0.03769595998025326
655,8.499999940395355,0.03750748018035199
656,4.199999928474426,0.037319942779450235
657,0.5999999046325684,0.037133343065552986
658,2.2999998927116394,0.03694767635022522
659,5.199999928474426,0.036762937968474095
660,7.499999940395355,0.03657912327863173
661,7.9999998807907104,0.036396227662238566
662,1.1999999284744263,0.03621424652392737
663,-0.30000001192092896,0.036033175291307735
664,3.0,0.03585300941485119
665,1.0,0.035673744367776934
666,4.799999952316284,0.03549537564593805
667,1.4999999403953552,0.035317898767708356
668,4.499999940395355,0.03514130927386981
669,1.399999976158142,0.03496560272750046
670,4.899999916553497,0.03479077471386296
671,5.699999988079071,0.03461682084029365
672,3.2999998927116394,0.034443736736092176
673,5.799999952316284,0.034271518052411715
674,2.0,0.034100160462149656
675,5.799999952316284,0.03392965965983891
676,1.0,0.033760011361539714
677,-1.1920928955078125e-07,0.03359121130473201
678,3.8999999165534973,0.033423255248208356
679,1.399999976158142,0.03325613897196732
680,3.4999999403953552,0.03308985827710748
681,1.0999999642372131,0.032924408985721944
682,1.8999999165534973,0.03275978694079333
683,2.5999999046325684,0.032595988006089364
684,3.9999998807907104,0.032433008066058915
685,6.499999940395355,0.03227084302572862
686,5.899999916553497,0.032109488810599975
687,3.399999976158142,0.031948941366546975
688,10.899999916553497,0.03178919665971424
689,2.2999998927116394,0.03163025067641567
690,2.699999988079071,0.03147209942303359
691,3.0,0.03131473892591842
692,1.7999999523162842,0.031158165231288826
693,12.499999940395355,0.03100237440513238
694,1.1999999284744263,0.030847362533106718
695,2.5999999046325684,0.030693125720441184
696,6.599999904632568,0.030539660091838977
697,5.199999928474426,0.03038696179137978
698,5.499999940395355,0.030235026982422884
699,1.699999988079071,0.030083851847510768
700,6.599999904632568,0.029933432588273214
701,0.699999988079071,0.029783765425331846
702,8.099999964237213,0.029634846598205186
703,2.099999964237213,0.02948667236521416
704,3.4999999403953552,0.029339239003388088
705,4.899999916553497,0.029192542808371146
706,4.599999904632568,0.02904658009432929
707,7.399999976158142,0.028901347193857643
708,1.399999976158142,0.028756840457888354
709,2.699999988079071,0.02861305625559891
710,-0.30000001192092896,0.028469990974320916
711,4.0,0.02832764101944931
712,2.799999952316284,0.028186002814352063
713,6.199999928474426,0.0280450728002803
714,3.699999988079071,0.0279048474362789
715,5.9999998807907104,0.027765323199097504
716,3.099999964237213,0.027626496583102015
717,2.099999964237213,0.027488364100186506
718,7.799999952316284,0.027350922279685573
719,1.7999999523162842,0.027214167668287145
720,4.099999964237213,0.02707809682994571
721,0.09999996423721313,0.02694270634579598
722,4.699999988079071,0.026807992814067
723,4.599999904632568,0.026673952849996664
724,6.799999952316284,0.02654058308574668
725,1.7999999523162842,0.026407880170317945
726,1.699999988079071,0.026275840769466357
727,3.099999964237213,0.026144461565619025
728,0.0,0.02601373925779093
729,1.699999988079071,0.025883670561501974
730,4.099999964237213,0.025754252208694463
731,1.699999988079071,0.02562548094765099
732,3.1999999284744263,0.025497353542912736
733,0.0,0.02536986677519817
734,6.099999964237213,0.02524301744132218
735,1.0,0.025116802354115567
736,0.699999988079071,0.024991218342344988
737,-0.30000001192092896,0.024866262250633264
738,-0.9000000357627869,0.024741930939380097
739,3.399999976158142,0.024618221284683196
740,-0.6000000238418579,0.02449513017825978
741,1.399999976158142,0.02437265452736848
742,2.0,0.024250791254731636
743,-0.30000001192092896,0.024129537298457977
744,0.09999996423721313,0.024008889611965685
